review_id,date,author,rating,item,aspect,aspect_detail,opinion,sentiment_score,aspect_sentiment,derived_sentiment,is_service_killer,visit_time_ai,original_text,owner_response
rev_3,03/28/2026 06:38:47,J,5,Tempura,Tempura,The tempura was also really fresh and delicious,fresh and delicious,0.9,Positive,Positive,False,Opening,"Loved it! Udon noodles were soft and chewy, they were so good. The tempura was also really fresh and delicious. The squid tempura, in particular, was super tender, moist, and flavorful! The sauces were selfserve, which was a bit inconvenient, but being able to choose different ones and dip the toppings actually made it even better.",
rev_3,03/28/2026 06:38:47,J,5,Squid Tempura,Tempura,"The squid tempura, in particular, was super tender, moist, and flavorful",tender and flavorful,0.9,Positive,Positive,False,Opening,"Loved it! Udon noodles were soft and chewy, they were so good. The tempura was also really fresh and delicious. The squid tempura, in particular, was super tender, moist, and flavorful! The sauces were selfserve, which was a bit inconvenient, but being able to choose different ones and dip the toppings actually made it even better.",
rev_3,03/28/2026 06:38:47,J,5,Sauces,Yusen & Prep,"The sauces were self-serve, which was a bit inconvenient",a bit inconvenient,-0.2,Negative,Negative,False,Opening,"Loved it! Udon noodles were soft and chewy, they were so good. The tempura was also really fresh and delicious. The squid tempura, in particular, was super tender, moist, and flavorful! The sauces were selfserve, which was a bit inconvenient, but being able to choose different ones and dip the toppings actually made it even better.",
rev_3,03/28/2026 06:38:47,J,5,Sauces,Yusen & Prep,being able to choose different ones and dip the toppings actually made it even better,made it better,0.8,Positive,Positive,False,Opening,"Loved it! Udon noodles were soft and chewy, they were so good. The tempura was also really fresh and delicious. The squid tempura, in particular, was super tender, moist, and flavorful! The sauces were selfserve, which was a bit inconvenient, but being able to choose different ones and dip the toppings actually made it even better.",
rev_4,03/27/2026 17:16:57,Kristann Raveendran,5,Udon Noodles,Seimen,udon,excellent,1.0,Positive,Positive,False,Mid-day,Excellent udon and efficient service. Worth the wait in line.,
rev_4,03/27/2026 17:16:57,Kristann Raveendran,5,Service,Service,efficient service,efficient,1.0,Positive,Positive,False,Mid-day,Excellent udon and efficient service. Worth the wait in line.,
rev_4,03/27/2026 17:16:57,Kristann Raveendran,5,General Food,Value,worth the wait in line,worth it,1.0,Positive,Positive,False,Mid-day,Excellent udon and efficient service. Worth the wait in line.,
rev_5,03/27/2026 02:25:43,Simon W,4,Udon Noodles,Seimen,noodles I felt weren't as chewy for freshly made udon,not chewy,-0.5,Negative,Negative,False,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,Squid Tempura,Tempura,squid tempura was really good,really good,0.8,Positive,Positive,False,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,Chicken Tempura,Tempura,chicken tempura was a bit greasy,a bit greasy,-0.3,Negative,Negative,False,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,Tempura Egg,Tempura,one was overcooked so it wasn't runny,overcooked,-0.6,Negative,Negative,True,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,Service,Service,Service was really good,really good,0.9,Positive,Positive,False,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,General Food,Yusen & Prep,Heard great things about this place and I thought it met expectations,met expectations,0.5,Positive,Positive,False,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,Curry Udon,Yusen & Prep,large #6 curry udon,no opinion,0.0,Neutral,Neutral,False,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_5,03/27/2026 02:25:43,Simon W,4,General Experience,Value,"would come back, but when there's a shorter wait",long wait,-0.7,Negative,Negative,True,Closing,"Came on day 3 of the soft opening and waited 40 minute from the washroom until the point of payment.

Heard great things about this place and I thought it met expectations. I ordered the large #6 curry udon and loaded up on some tempura. The noodles I felt weren't as chewy for freshly made udon, maybe it was over cooked. The squid tempura was really good, but I wouldn't get the chicken tempura again because it was a bit greasy. Two of my friends got egg tempura and one was overcooked so it wasn't runny unfortunately :(. Service was really good as there was staff helping us scope out a table.

Would recommend and would come back, but when there's a shorter wait.",
rev_6,03/27/2026 02:01:14,Sarah T,5,General Food,Value,cheaper and even better,very good,1.0,Positive,Positive,False,Closing,cheaper and even better than the waikiki location <3,
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Udon Noodles,Seimen,the udon here has no chew,no chew,-0.8,Negative,Negative,True,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Nikutama Beef,Yusen & Prep,I enjoyed the nikutama beef,enjoyed,0.8,Positive,Positive,False,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Shrimp Tempura,Tempura,I enjoyed the shrimp and zucchini tempura,enjoyed,0.8,Positive,Positive,False,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Zucchini Tempura,Tempura,I enjoyed the shrimp and zucchini tempura,enjoyed,0.8,Positive,Positive,False,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Service,Service,Service is also very fast and friendly,very fast and friendly,0.9,Positive,Positive,False,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Curry Broth,Yusen & Prep,the taste seemed to get saltier the more I ate,too salty,-0.7,Negative,Negative,True,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Chicken Katsu,Tempura,The chicken katsu wasn't great,not great,-0.6,Negative,Negative,True,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,Chicken Katsu,Tempura,it was salty and tasted slightly burnt,salty and burnt,-0.8,Negative,Negative,True,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,General Food,Value,I don't think this place is worth the wait,not worth wait,-0.7,Negative,Negative,True,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_7,03/26/2026 22:01:29,Samantha Lee,3,General Food,Value,"a quick, relatively affordable meal",affordable,0.6,Positive,Positive,False,Closing,"As someone who loves udon, I don't think this place is worth the wait. I would come back if I happened to be in the area and wanted a quick, relatively affordable meal and there was no line.

I enjoyed the nikutama beef and the shrimp and zucchini tempura! Service is also very fast and friendly once you get to the ordering station.

I found the udon itself to be underwhelming. I love udon with a good chew, but the udon here has no chew. Honestly I could find frozen udon at the grocery store with more chew 😅 I only tried the curry and at first it was good, but the taste seemed to get saltier the more I ate. The chicken katsu wasn't great--my friend found that it was salty and tasted slightly burnt. It's also not a delicately crispy katsu, it's more breaded and crunchy (unsure if it was overcooked or if that's the norm).",
rev_8,03/26/2026 00:55:53,Hien Nguyen,5,General Food,Value,Food was great,very good,0.8,Positive,Positive,False,Closing,Cafeteria-style dining experience. Food was great; no complaints.,
rev_9,03/25/2026 20:45:40,MA R,5,Udon Noodles,Seimen,the udon,highly recommended,0.9,Positive,Positive,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,Nikutama Udon,Yusen & Prep,nikutama udon,highly recommended,0.9,Positive,Positive,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,Chicken Katsu Curry Udon,Yusen & Prep,chicken katsu curry udon,highly recommended,0.9,Positive,Positive,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,Shrimp Tempura,Tempura,shrimp tempura,just alright,0.1,Neutral,Neutral,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,Karaage,Tempura,kaarage,just alright,0.1,Neutral,Neutral,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,Tempura Sauce,Yusen & Prep,tempura sauce,watered down,-0.7,Negative,Negative,True,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,Clementine Drink,Yusen & Prep,clementine drink,unique,0.6,Positive,Positive,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,General Service,Service,wait was probably around half hour,half hour wait,-0.4,Negative,Negative,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_9,03/25/2026 20:45:40,MA R,5,General Service,Service,"you order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves",self serve,0.2,Neutral,Positive,False,Mid-day,"I came on the second day after the grand opening. Wait was probably around half hour around 5pm. You order your udon at the counter, sides and drinks are self serve and you pay at the end and seat yourselves. The udon is highly recommended!!! It’s comparable to the ones in Japan. Had the best seller nikutama udon and the chicken katsu curry udon. The shrimp tempura and kaarage were just alright. The tempura sauce was a little watered down which would have made the shrimp tempura. I had this clementine drink was unique. Will definitely be back for more!",
rev_10,03/25/2026 20:15:16,Chloe Lee,3,Tempura Batter,Tempura,Tempura batter was too thick,too thick,-0.8,Negative,Negative,True,Closing,"Nothing special and not worth a long trip. Tempura batter was too thick and noodles were just okay. Tempura egg was good though and portions are decent.

Good thing is no wait!",
rev_10,03/25/2026 20:15:16,Chloe Lee,3,Udon Noodles,Seimen,noodles were just okay,just okay,0.0,Neutral,Neutral,False,Closing,"Nothing special and not worth a long trip. Tempura batter was too thick and noodles were just okay. Tempura egg was good though and portions are decent.

Good thing is no wait!",
rev_10,03/25/2026 20:15:16,Chloe Lee,3,Tempura Egg,Tempura,Tempura egg was good though,very good,0.8,Positive,Positive,False,Closing,"Nothing special and not worth a long trip. Tempura batter was too thick and noodles were just okay. Tempura egg was good though and portions are decent.

Good thing is no wait!",
rev_10,03/25/2026 20:15:16,Chloe Lee,3,General Food,Value,Nothing special and not worth a long trip,not worth,-0.8,Negative,Negative,True,Closing,"Nothing special and not worth a long trip. Tempura batter was too thick and noodles were just okay. Tempura egg was good though and portions are decent.

Good thing is no wait!",
rev_10,03/25/2026 20:15:16,Chloe Lee,3,Portions,Value,portions are decent,decent size,0.4,Positive,Positive,False,Closing,"Nothing special and not worth a long trip. Tempura batter was too thick and noodles were just okay. Tempura egg was good though and portions are decent.

Good thing is no wait!",
rev_10,03/25/2026 20:15:16,Chloe Lee,3,Service,Service,no wait,no wait,1.0,Positive,Positive,False,Closing,"Nothing special and not worth a long trip. Tempura batter was too thick and noodles were just okay. Tempura egg was good though and portions are decent.

Good thing is no wait!",
rev_11,03/25/2026 19:18:52,Mirthful Eastern,5,General Food,Value,quick meal type deal,no frills,0.5,Positive,Positive,False,Closing,"This is meant to be a quick meal type deal, exactly as advertised. No frills, no fuss, get in get out. It's super crowded now because it's a well known franchise finally coming to Toronto; come back later if you don't get it and hate the crowd, and give the rest of us fans some space back.

PS: Don't load up on tempura, that's where they get ya. 1 is enough, 2 as a treat.",
rev_11,03/25/2026 19:18:52,Mirthful Eastern,5,General Food,Service,"no fuss, get in get out",quick service,0.5,Positive,Positive,False,Closing,"This is meant to be a quick meal type deal, exactly as advertised. No frills, no fuss, get in get out. It's super crowded now because it's a well known franchise finally coming to Toronto; come back later if you don't get it and hate the crowd, and give the rest of us fans some space back.

PS: Don't load up on tempura, that's where they get ya. 1 is enough, 2 as a treat.",
rev_11,03/25/2026 19:18:52,Mirthful Eastern,5,General Food,Service,super crowded,too crowded,-0.5,Negative,Negative,False,Closing,"This is meant to be a quick meal type deal, exactly as advertised. No frills, no fuss, get in get out. It's super crowded now because it's a well known franchise finally coming to Toronto; come back later if you don't get it and hate the crowd, and give the rest of us fans some space back.

PS: Don't load up on tempura, that's where they get ya. 1 is enough, 2 as a treat.",
rev_11,03/25/2026 19:18:52,Mirthful Eastern,5,Tempura,Tempura,Don't load up on tempura,overpriced,-0.5,Negative,Negative,False,Closing,"This is meant to be a quick meal type deal, exactly as advertised. No frills, no fuss, get in get out. It's super crowded now because it's a well known franchise finally coming to Toronto; come back later if you don't get it and hate the crowd, and give the rest of us fans some space back.

PS: Don't load up on tempura, that's where they get ya. 1 is enough, 2 as a treat.",
